date,district,total_o2_beds,total_nono2_beds,total_icu_beds,total_ccc_beds,occupied_o2_beds,occupied_nono2_beds,occupied_icu_beds,occupied_ccc_beds
2021-11-07,Villupuram,395,280,97,140,9,3,10,0
2021-11-07,Virudhunagar,787,453,137,184,4,11,0,0
2021-11-07,All,42456,27427,8915,35923,1288,1308,607,125
2021-11-08,Ariyalur,453,88,72,656,21,10,1,0
2021-11-08,Chengalpattu,1987,2797,670,2030,34,27,21,0
2021-11-08,Chennai,8164,3743,1862,100,203,250,97,2
2021-11-08,Coimbatore,3433,1896,523,3884,174,138,72,84
2021-11-08,Cuddalore,951,640,162,1832,13,43,16,0
2021-11-08,Dharmapuri,248,221,128,500,4,38,2,0
2021-11-08,Dindigul,568,805,166,751,14,18,5,0
2021-11-08,Erode,2094,972,339,175,156,102,60,0
2021-11-08,Kallakurichi,504,254,57,1540,6,4,3,0
2021-11-08,Kancheepuram,1255,1399,127,1172,24,2,2,0
2021-11-08,Kanyakumari,816,1003,247,455,28,61,16,0
2021-11-08,Karur,972,281,160,326,70,15,12,0
2021-11-08,Krishnagiri,816,180,145,480,35,1,20,0
2021-11-08,Madurai,2766,1418,615,194,60,14,24,0
2021-11-08,Mayiladuthurai,276,221,17,132,5,22,3,0
2021-11-08,Nagapattinam,225,282,51,167,12,22,8,0
2021-11-08,Namakkal,552,365,122,752,47,20,19,21
2021-11-08,Nilgiris,574,322,81,48,36,17,16,0
2021-11-08,Perambalur,280,509,50,166,0,1,0,0
2021-11-08,Pudukottai,540,450,109,100,5,35,23,0
2021-11-08,Ramanathapuram,573,501,121,740,0,1,0,0
2021-11-08,Ranipet,376,152,13,1366,4,28,0,0
2021-11-08,Salem,1827,1559,528,4586,76,104,47,0
2021-11-08,Sivagangai,1133,579,190,240,12,27,6,0
2021-11-08,Tenkasi,126,147,27,142,3,5,0,0
2021-11-08,Thanjavur,714,997,241,1934,81,165,29,2
2021-11-08,Theni,1062,496,134,1540,1,0,0,0
2021-11-08,Thirupathur,419,363,79,475,11,22,3,0
2021-11-08,Thiruvallur,1152,718,143,1570,40,13,5,0
2021-11-08,Thiruvannamalai,978,254,202,204,25,11,11,0
2021-11-08,Thiruvarur,394,256,144,909,23,30,12,0
2021-11-08,Thoothukudi,1064,332,195,754,3,11,11,0
2021-11-08,Tirunelveli,425,333,186,1184,16,1,5,0
2021-11-08,Tiruppur,766,605,211,250,45,16,9,0
2021-11-08,Trichy,2135,1422,434,2006,57,44,29,0
2021-11-08,Vellore,655,132,131,2239,22,3,6,0
2021-11-08,Villupuram,395,280,97,140,8,2,11,0
2021-11-08,Virudhunagar,787,453,137,184,4,12,0,0
2021-11-08,All,42455,27425,8916,35923,1378,1335,604,109
2021-11-09,Ariyalur,453,88,72,656,17,9,1,0
2021-11-09,Chengalpattu,1987,2797,670,2030,38,29,22,0
2021-11-09,Chennai,8175,3754,1862,100,182,246,91,2
2021-11-09,Coimbatore,3436,1896,523,3884,202,142,69,96
2021-11-09,Cuddalore,951,640,162,1832,13,42,16,0
2021-11-09,Dharmapuri,248,221,128,500,5,38,2,0
2021-11-09,Dindigul,568,805,166,751,14,21,4,0
2021-11-09,Erode,2094,972,339,175,150,102,50,0
2021-11-09,Kallakurichi,504,254,57,1540,5,5,3,0
2021-11-09,Kancheepuram,1255,1399,127,1172,29,1,2,0
2021-11-09,Kanyakumari,816,1003,247,455,28,68,15,0
2021-11-09,Karur,972,281,160,326,66,17,12,0
2021-11-09,Krishnagiri,816,180,145,480,33,1,21,0
2021-11-09,Madurai,2766,1418,615,194,60,14,20,0
2021-11-09,Mayiladuthurai,276,221,17,132,9,17,1,0
2021-11-09,Nagapattinam,225,282,51,167,13,14,4,0
2021-11-09,Namakkal,552,365,122,752,50,20,20,21
2021-11-09,Nilgiris,574,322,81,48,41,21,16,0
2021-11-09,Perambalur,280,509,50,166,0,1,0,0
2021-11-09,Pudukottai,540,450,109,100,8,40,20,0
2021-11-09,Ramanathapuram,573,501,121,740,0,2,0,0
2021-11-09,Ranipet,376,152,13,1366,4,22,0,0
2021-11-09,Salem,1827,1559,528,4586,70,108,49,0
2021-11-09,Sivagangai,1133,578,190,240,12,26,6,0
2021-11-09,Tenkasi,126,147,27,142,3,10,0,0
2021-11-09,Thanjavur,714,997,241,1934,85,173,28,3
2021-11-09,Theni,1062,496,134,1540,1,0,0,0
2021-11-09,Thirupathur,419,363,79,475,6,23,2,0
2021-11-09,Thiruvallur,1152,718,143,1570,42,14,3,0
2021-11-09,Thiruvannamalai,978,254,202,204,25,11,11,0
2021-11-09,Thiruvarur,394,256,144,909,24,28,13,0
2021-11-09,Thoothukudi,1064,332,195,754,5,17,12,0
2021-11-09,Tirunelveli,425,333,186,1184,15,2,5,0
2021-11-09,Tiruppur,766,605,211,250,50,16,10,0
2021-11-09,Trichy,2135,1422,434,2006,50,55,28,0
2021-11-09,Vellore,655,132,131,2239,25,2,6,0
2021-11-09,Villupuram,395,280,97,140,8,2,11,0
2021-11-09,Virudhunagar,787,453,137,184,4,10,0,0
2021-11-09,All,42469,27435,8916,35923,1392,1369,573,122
2021-11-10,Ariyalur,453,88,72,656,17,11,1,0
2021-11-10,Chengalpattu,1987,2797,670,2030,39,31,22,0
2021-11-10,Chennai,8175,3752,1862,100,196,250,96,2
2021-11-10,Coimbatore,3436,1891,523,3884,211,176,63,74
2021-11-10,Cuddalore,951,640,162,1832,11,41,23,0
2021-11-10,Dharmapuri,248,221,128,500,10,29,3,0
2021-11-10,Dindigul,568,805,166,751,10,20,3,0
2021-11-10,Erode,2094,972,339,175,143,107,58,0
2021-11-10,Kallakurichi,504,254,57,1540,6,3,3,0
2021-11-10,Kancheepuram,1255,1399,127,1172,31,0,3,0
2021-11-10,Kanyakumari,816,1003,247,455,28,69,15,0
2021-11-10,Karur,972,281,160,326,68,18,16,0
2021-11-10,Krishnagiri,816,180,145,480,36,1,21,0
2021-11-10,Madurai,2766,1418,615,194,52,11,26,0
2021-11-10,Mayiladuthurai,276,221,17,132,6,23,3,0
2021-11-10,Nagapattinam,225,282,51,167,9,11,5,0
2021-11-10,Namakkal,552,365,122,752,60,13,23,15
2021-11-10,Nilgiris,574,322,81,48,42,26,19,0
2021-11-10,Perambalur,280,509,50,166,0,3,0,0
2021-11-10,Pudukottai,540,450,109,100,7,40,20,0
2021-11-10,Ramanathapuram,573,501,121,740,1,2,0,0
2021-11-10,Ranipet,376,152,13,1366,2,32,0,0
2021-11-10,Salem,1827,1559,528,4586,74,112,47,0
2021-11-10,Sivagangai,1133,578,190,240,13,25,6,0
2021-11-10,Tenkasi,126,147,27,142,4,8,0,0
2021-11-10,Thanjavur,714,997,241,1934,86,164,24,3
2021-11-10,Theni,1062,496,134,1540,1,0,0,0
2021-11-10,Thirupathur,419,363,79,475,2,17,2,0
2021-11-10,Thiruvallur,1152,718,143,1570,40,13,4,0
2021-11-10,Thiruvannamalai,978,254,202,204,36,10,14,0
2021-11-10,Thiruvarur,394,256,144,909,24,25,13,0
2021-11-10,Thoothukudi,1064,332,195,754,6,17,16,0
2021-11-10,Tirunelveli,425,333,186,1184,18,2,4,0
2021-11-10,Tiruppur,769,602,211,250,46,16,11,0
2021-11-10,Trichy,2135,1422,434,1981,48,38,34,0
2021-11-10,Vellore,655,132,131,2239,26,3,6,0
2021-11-10,Villupuram,395,280,97,140,14,2,12,0
2021-11-10,Virudhunagar,787,453,137,184,6,11,0,0
2021-11-10,All,42472,27425,8916,35898,1429,1380,616,94
2021-11-11,Ariyalur,453,88,72,656,15,11,1,0
2021-11-11,Chengalpattu,1987,2797,670,2030,36,26,23,0
2021-11-11,Chennai,8175,3752,1862,100,202,249,97,2
2021-11-11,Coimbatore,3436,1896,523,3884,237,171,61,37
2021-11-11,Cuddalore,961,640,162,1832,6,48,22,0
2021-11-11,Dharmapuri,238,211,128,500,11,39,4,0
2021-11-11,Dindigul,568,805,166,751,8,18,3,0
2021-11-11,Erode,2094,972,339,175,148,109,62,0
2021-11-11,Kallakurichi,504,254,57,1540,9,5,2,0
2021-11-11,Kancheepuram,1255,1399,127,1172,30,1,3,0
2021-11-11,Kanyakumari,803,988,243,455,28,60,15,0
2021-11-11,Karur,972,281,160,326,68,19,13,0
2021-11-11,Krishnagiri,816,180,145,480,37,1,22,0
2021-11-11,Madurai,2766,1418,615,194,53,17,25,0
2021-11-11,Mayiladuthurai,276,221,17,132,8,20,3,0
2021-11-11,Nagapattinam,225,282,51,167,10,12,5,0
2021-11-11,Namakkal,552,365,122,752,56,13,16,17
2021-11-11,Nilgiris,574,322,81,48,48,23,22,0
2021-11-11,Perambalur,280,509,50,166,0,2,0,0
2021-11-11,Pudukottai,540,450,109,100,4,41,15,0
2021-11-11,Ramanathapuram,573,501,121,740,2,1,0,0
2021-11-11,Ranipet,376,152,13,1366,2,24,0,0
2021-11-11,Salem,1827,1559,528,4586,74,108,48,0
2021-11-11,Sivagangai,1133,578,190,240,13,25,7,0
2021-11-11,Tenkasi,126,147,27,142,3,4,0,0
2021-11-11,Thanjavur,714,997,241,1934,80,154,21,2
2021-11-11,Theni,1062,496,134,1540,0,0,0,0
2021-11-11,Thirupathur,419,363,79,475,4,18,3,0
2021-11-11,Thiruvallur,1152,718,143,1570,41,14,4,0
2021-11-11,Thiruvannamalai,978,254,202,204,29,11,15,0
2021-11-11,Thiruvarur,394,256,144,909,22,27,12,0
2021-11-11,Thoothukudi,1064,332,195,754,6,17,16,0
2021-11-11,Tirunelveli,425,333,186,1184,21,4,4,0
2021-11-11,Tiruppur,766,605,211,250,42,16,10,0
2021-11-11,Trichy,2135,1422,434,1981,49,40,32,0
2021-11-11,Vellore,650,127,131,2239,22,3,7,0
2021-11-11,Villupuram,395,280,97,140,13,2,12,0
2021-11-11,Virudhunagar,787,453,137,184,6,15,0,0
2021-11-11,All,42451,27403,8912,35898,1443,1368,605,58
2021-11-12,Ariyalur,453,88,72,656,19,5,1,0
2021-11-12,Chengalpattu,1987,2797,670,2030,37,24,24,0
2021-11-12,Chennai,8167,3750,1857,100,205,252,93,2
2021-11-12,Coimbatore,3432,1871,523,3884,233,177,62,19
2021-11-12,Cuddalore,961,640,162,1832,11,49,18,0
2021-11-12,Dharmapuri,238,211,128,500,10,46,3,0
2021-11-12,Dindigul,568,805,166,751,6,21,2,0
2021-11-12,Erode,2021,952,332,175,144,102,64,0
2021-11-12,Kallakurichi,504,254,57,1540,9,1,2,0
2021-11-12,Kancheepuram,1255,1399,127,1172,28,1,3,0
2021-11-12,Kanyakumari,803,988,243,455,28,65,15,0
2021-11-12,Karur,972,281,160,326,65,10,16,0
2021-11-12,Krishnagiri,816,180,145,480,38,1,25,0
2021-11-12,Madurai,2766,1418,615,194,58,19,28,0
2021-11-12,Mayiladuthurai,276,221,17,132,8,19,3,0
2021-11-12,Nagapattinam,225,282,51,167,14,18,5,0
2021-11-12,Namakkal,552,365,122,752,56,12,21,22
2021-11-12,Nilgiris,574,318,81,48,58,31,21,0
2021-11-12,Perambalur,280,509,50,166,0,3,0,0
2021-11-12,Pudukottai,540,450,109,100,5,52,15,0
2021-11-12,Ramanathapuram,573,501,121,740,2,1,0,0
2021-11-12,Ranipet,376,152,13,1366,4,25,0,0
2021-11-12,Salem,1827,1559,528,4586,71,101,47,0
2021-11-12,Sivagangai,1133,577,190,240,18,25,7,0
2021-11-12,Tenkasi,126,147,27,142,4,4,0,0
2021-11-12,Thanjavur,714,997,241,1934,86,141,19,2
2021-11-12,Theni,1062,496,134,1540,0,0,0,0
2021-11-12,Thirupathur,419,363,79,475,5,17,3,0
2021-11-12,Thiruvallur,1152,718,143,1570,41,16,5,0
2021-11-12,Thiruvannamalai,978,254,202,204,24,10,10,0
2021-11-12,Thiruvarur,394,256,144,909,22,27,12,0
2021-11-12,Thoothukudi,1069,331,196,754,9,19,12,0
2021-11-12,Tirunelveli,425,333,186,1184,20,2,5,0
2021-11-12,Tiruppur,771,600,211,250,43,14,10,0
2021-11-12,Trichy,2135,1422,434,1981,47,46,35,0
2021-11-12,Vellore,650,127,131,2239,24,3,6,0
2021-11-12,Villupuram,395,280,97,140,8,9,9,0
2021-11-12,Virudhunagar,787,453,137,184,10,13,0,0
2021-11-12,All,42376,27345,8901,35898,1470,1381,601,45
2021-11-13,Ariyalur,453,88,72,656,20,8,1,0
2021-11-13,Chengalpattu,1987,2797,670,2030,33,23,24,0
2021-11-13,Chennai,8167,3750,1857,100,183,247,99,2
2021-11-13,Coimbatore,3429,1871,523,3884,241,165,61,19
2021-11-13,Cuddalore,961,640,162,1832,12,38,18,0
2021-11-13,Dharmapuri,238,211,128,500,9,47,3,0
2021-11-13,Dindigul,568,805,166,751,7,22,1,0
2021-11-13,Erode,2021,952,332,175,150,106,62,0
2021-11-13,Kallakurichi,504,254,57,1540,6,1,3,0
2021-11-13,Kancheepuram,1255,1399,127,1172,25,2,3,0
2021-11-13,Kanyakumari,803,988,243,455,27,61,15,0
2021-11-13,Karur,972,281,160,326,67,11,13,0
2021-11-13,Krishnagiri,816,180,145,480,40,1,25,0
2021-11-13,Madurai,2766,1418,615,194,58,18,24,0
2021-11-13,Mayiladuthurai,276,221,17,132,7,19,3,0
2021-11-13,Nagapattinam,225,282,51,167,12,25,2,0
2021-11-13,Namakkal,551,366,122,752,59,19,21,31
2021-11-13,Nilgiris,574,318,81,48,65,36,18,0
2021-11-13,Perambalur,280,509,50,166,0,3,0,0
2021-11-13,Pudukottai,540,450,109,100,11,49,12,0
2021-11-13,Ramanathapuram,573,501,121,740,1,3,0,0
2021-11-13,Ranipet,376,152,13,1366,3,26,0,0
2021-11-13,Salem,1827,1559,528,4586,70,102,40,0
2021-11-13,Sivagangai,1133,577,190,240,13,25,5,0
2021-11-13,Tenkasi,126,147,27,142,5,3,0,0
2021-11-13,Thanjavur,714,997,241,1934,82,142,19,1
2021-11-13,Theni,1062,496,134,1540,0,0,0,0
2021-11-13,Thirupathur,419,363,79,475,3,23,4,0
2021-11-13,Thiruvallur,1152,718,143,1570,40,18,7,0
2021-11-13,Thiruvannamalai,978,254,202,204,24,12,10,0
2021-11-13,Thiruvarur,394,256,144,909,24,30,13,0
2021-11-13,Thoothukudi,1069,331,196,754,9,9,10,0
2021-11-13,Tirunelveli,425,333,186,1184,18,2,8,0
2021-11-13,Tiruppur,767,604,211,250,49,13,10,0
2021-11-13,Trichy,2135,1422,434,1931,45,49,36,0
2021-11-13,Vellore,650,127,131,2239,18,4,6,0
2021-11-13,Villupuram,395,280,97,140,12,8,10,0
2021-11-13,Virudhunagar,787,453,137,184,8,13,0,0
2021-11-13,All,42368,27350,8901,35848,1456,1383,586,53
2021-11-14,Ariyalur,453,88,72,656,17,9,1,0
2021-11-14,Chengalpattu,1987,2797,670,2030,25,23,21,0
2021-11-14,Chennai,8167,3750,1857,100,186,233,101,2
2021-11-14,Coimbatore,3429,1871,523,3884,238,170,76,0
2021-11-14,Cuddalore,961,640,162,1832,12,38,18,0
2021-11-14,Dharmapuri,238,211,128,500,8,48,2,0
2021-11-14,Dindigul,568,805,166,751,12,22,1,0
2021-11-14,Erode,2016,957,333,175,161,114,63,0
2021-11-14,Kallakurichi,504,254,57,1540,7,1,3,0
2021-11-14,Kancheepuram,1255,1399,127,1172,28,1,4,0
2021-11-14,Kanyakumari,803,988,243,455,26,53,14,0
2021-11-14,Karur,972,281,160,326,57,11,11,0
2021-11-14,Krishnagiri,816,180,145,480,35,1,20,0
2021-11-14,Madurai,2766,1418,615,194,58,20,23,0
2021-11-14,Mayiladuthurai,276,221,17,132,8,18,3,0
2021-11-14,Nagapattinam,225,282,51,167,6,25,2,0
2021-11-14,Namakkal,551,366,122,752,54,21,24,29
2021-11-14,Nilgiris,574,318,81,48,67,35,15,0
2021-11-14,Perambalur,280,509,50,166,0,3,0,0
2021-11-14,Pudukottai,540,450,109,100,9,43,17,0
2021-11-14,Ramanathapuram,573,501,121,740,3,2,0,0
2021-11-14,Ranipet,376,152,13,1366,4,28,0,0
2021-11-14,Salem,1827,1559,528,4586,72,107,36,0
2021-11-14,Sivagangai,1133,583,190,240,11,25,6,0
2021-11-14,Tenkasi,126,147,27,142,3,4,0,0
2021-11-14,Thanjavur,714,997,241,1934,85,151,19,0
2021-11-14,Theni,1062,496,134,1540,0,0,0,0
2021-11-14,Thirupathur,419,363,79,475,3,23,4,0
2021-11-14,Thiruvallur,1152,718,143,1570,35,17,6,0
2021-11-14,Thiruvannamalai,978,254,202,204,28,15,10,0
2021-11-14,Thiruvarur,394,256,144,909,22,28,13,0
2021-11-14,Thoothukudi,1069,331,196,754,8,13,8,0
2021-11-14,Tirunelveli,425,333,186,1184,17,2,5,0
2021-11-14,Tiruppur,765,606,211,250,47,13,12,0
2021-11-14,Trichy,2135,1422,434,1931,44,62,33,0
2021-11-14,Vellore,650,127,131,2239,18,2,7,0
2021-11-14,Villupuram,395,280,97,140,10,6,10,0
2021-11-14,Virudhunagar,787,453,137,184,10,13,0,0
2021-11-14,All,42361,27363,8902,35848,1434,1400,588,31
2021-11-15,Ariyalur,453,88,72,656,17,8,1,0
2021-11-15,Chengalpattu,1987,2797,670,2030,28,22,22,0
2021-11-15,Chennai,8167,3750,1857,100,193,248,104,2
2021-11-15,Coimbatore,3429,1871,523,3884,238,166,75,0
2021-11-15,Cuddalore,961,640,162,1832,12,38,18,0
2021-11-15,Dharmapuri,238,211,128,500,11,47,3,0
2021-11-15,Dindigul,568,805,166,751,10,22,1,0
2021-11-15,Erode,2016,957,333,175,137,111,67,0
2021-11-15,Kallakurichi,504,254,57,1540,9,1,2,0
2021-11-15,Kancheepuram,1255,1399,127,1172,29,2,5,0
2021-11-15,Kanyakumari,803,988,243,455,25,41,13,0
2021-11-15,Karur,972,281,160,326,56,14,16,0
2021-11-15,Krishnagiri,816,180,145,480,31,1,19,0
2021-11-15,Madurai,2766,1418,615,194,63,19,23,0
2021-11-15,Mayiladuthurai,276,221,17,132,10,16,2,0
2021-11-15,Nagapattinam,225,282,51,167,11,13,6,0
2021-11-15,Namakkal,551,366,122,752,53,18,29,28
2021-11-15,Nilgiris,574,322,81,48,71,32,16,0
2021-11-15,Perambalur,280,509,50,166,0,2,0,0
2021-11-15,Pudukottai,540,450,109,100,18,35,15,0
2021-11-15,Ramanathapuram,573,501,121,740,1,2,0,0
2021-11-15,Ranipet,376,152,13,1366,4,32,0,0
2021-11-15,Salem,1827,1559,528,4586,74,109,35,0
2021-11-15,Sivagangai,1133,583,190,240,13,26,5,0
2021-11-15,Tenkasi,126,147,27,142,3,4,0,0
2021-11-15,Thanjavur,714,994,241,1934,84,151,18,0
2021-11-15,Theni,1062,496,134,1540,0,0,0,0
2021-11-15,Thirupathur,419,363,79,475,3,23,4,0
2021-11-15,Thiruvallur,1152,718,143,1570,41,15,4,0
2021-11-15,Thiruvannamalai,978,254,202,204,23,16,10,0
2021-11-15,Thiruvarur,394,256,144,909,20,26,12,0
2021-11-15,Thoothukudi,1069,331,196,754,8,5,8,0
2021-11-15,Tirunelveli,425,333,186,1184,18,2,6,0
2021-11-15,Tiruppur,765,606,211,250,50,16,12,0
2021-11-15,Trichy,2135,1422,434,1931,45,56,37,0
2021-11-15,Vellore,650,121,131,2239,20,1,7,0
2021-11-15,Villupuram,395,280,97,140,9,8,9,0
2021-11-15,Virudhunagar,788,456,137,184,8,15,0,0
2021-11-15,All,42362,27361,8902,35848,1446,1363,604,30
2021-11-16,Ariyalur,453,88,72,656,22,10,1,0
2021-11-16,Chengalpattu,1987,2797,670,2030,31,25,13,0
2021-11-16,Chennai,8167,3750,1857,100,188,247,108,2
2021-11-16,Coimbatore,3429,1866,523,3884,225,170,94,0
2021-11-16,Cuddalore,961,640,162,1832,10,28,17,0
2021-11-16,Dharmapuri,238,211,128,500,7,40,2,0
2021-11-16,Dindigul,568,805,166,751,12,18,2,0
2021-11-16,Erode,2001,957,333,175,134,123,58,0
2021-11-16,Kallakurichi,504,254,57,1540,7,2,2,0
2021-11-16,Kancheepuram,1255,1399,127,1172,33,4,3,0
2021-11-16,Kanyakumari,803,988,243,455,25,33,13,0
2021-11-16,Karur,972,281,160,326,63,13,14,0
2021-11-16,Krishnagiri,816,180,145,480,32,1,16,0
2021-11-16,Madurai,2766,1418,615,194,58,16,21,0
2021-11-16,Mayiladuthurai,276,221,17,132,8,15,2,0
2021-11-16,Nagapattinam,225,282,51,167,9,13,12,0
2021-11-16,Namakkal,551,366,122,752,53,15,24,28
2021-11-16,Nilgiris,574,322,81,48,56,29,17,0
2021-11-16,Perambalur,280,509,50,166,0,2,0,0
2021-11-16,Pudukottai,540,450,109,100,7,42,14,0
2021-11-16,Ramanathapuram,573,501,121,740,0,3,0,0
2021-11-16,Ranipet,376,152,13,1366,5,36,0,0
2021-11-16,Salem,1827,1559,528,4586,72,100,31,0
2021-11-16,Sivagangai,1133,583,190,240,12,24,7,0
2021-11-16,Tenkasi,126,147,27,142,5,5,0,0
2021-11-16,Thanjavur,714,994,241,1934,80,127,20,0
2021-11-16,Theni,1062,496,134,1540,0,0,0,0
2021-11-16,Thirupathur,419,363,79,475,4,20,2,0
2021-11-16,Thiruvallur,1152,718,143,1570,37,16,4,0
2021-11-16,Thiruvannamalai,978,254,202,204,25,16,10,0
2021-11-16,Thiruvarur,394,256,144,909,19,27,11,0
2021-11-16,Thoothukudi,1069,331,196,754,8,3,9,0
2021-11-16,Tirunelveli,425,333,186,1184,16,2,6,0
2021-11-16,Tiruppur,768,603,211,250,44,21,11,0
2021-11-16,Trichy,2135,1422,434,1931,52,41,33,0
2021-11-16,Vellore,650,121,131,2239,19,1,4,0
2021-11-16,Villupuram,395,280,97,140,12,4,10,0
2021-11-16,Virudhunagar,788,456,137,184,8,13,0,0
2021-11-16,All,42350,27353,8902,35848,1398,1305,591,30
2021-11-17,Ariyalur,453,88,72,656,19,10,1,0
2021-11-17,Chengalpattu,1987,2797,670,2030,34,24,14,0
2021-11-17,Chennai,8167,3750,1857,100,184,232,99,2
2021-11-17,Coimbatore,3429,1866,523,3884,227,162,90,0
2021-11-17,Cuddalore,961,640,162,1832,10,28,17,0
2021-11-17,Dharmapuri,238,211,128,500,8,40,2,0
2021-11-17,Dindigul,568,805,166,751,12,18,1,0
2021-11-17,Erode,2001,957,333,175,135,126,58,0
2021-11-17,Kallakurichi,504,254,57,1540,7,2,2,0
2021-11-17,Kancheepuram,1255,1399,127,1172,33,4,3,0
2021-11-17,Kanyakumari,803,988,243,455,25,33,13,0
2021-11-17,Karur,972,281,160,326,52,13,13,0
2021-11-17,Krishnagiri,816,180,145,480,32,1,12,0
2021-11-17,Madurai,2766,1418,615,194,58,17,21,0
2021-11-17,Mayiladuthurai,276,221,17,132,8,11,2,0
2021-11-17,Nagapattinam,225,282,51,167,9,13,12,0
2021-11-17,Namakkal,551,366,122,752,53,12,24,21
2021-11-17,Nilgiris,574,322,81,48,55,36,16,0
2021-11-17,Perambalur,280,509,50,166,0,2,0,0
2021-11-17,Pudukottai,540,450,109,100,7,42,14,0
2021-11-17,Ramanathapuram,573,501,121,740,0,3,0,0
2021-11-17,Ranipet,376,152,13,1366,3,19,0,0
2021-11-17,Salem,1827,1559,528,4586,72,100,31,0
2021-11-17,Sivagangai,1133,583,190,240,13,24,6,0
2021-11-17,Tenkasi,126,147,27,142,5,5,0,0
2021-11-17,Thanjavur,714,994,241,1934,82,126,20,0
2021-11-17,Theni,1062,496,134,1540,0,0,0,0
2021-11-17,Thirupathur,419,363,79,475,2,19,1,0
2021-11-17,Thiruvallur,1152,718,143,1570,37,16,4,0
2021-11-17,Thiruvannamalai,978,254,202,204,24,16,10,0
2021-11-17,Thiruvarur,394,256,144,909,19,27,11,0
2021-11-17,Thoothukudi,1069,331,196,754,7,3,9,0
2021-11-17,Tirunelveli,425,333,186,1184,16,2,4,0
2021-11-17,Tiruppur,770,601,211,250,45,20,12,0
2021-11-17,Trichy,2135,1422,434,1931,50,41,30,0
2021-11-17,Vellore,650,121,131,2239,19,1,4,0
2021-11-17,Villupuram,395,280,97,140,12,4,10,0
2021-11-17,Virudhunagar,788,455,137,184,8,14,0,0
2021-11-17,All,42352,27350,8902,35848,1382,1266,566,23
2021-11-18,Ariyalur,453,88,72,656,19,10,1,0
2021-11-18,Chengalpattu,1987,2797,670,2030,34,24,14,0
2021-11-18,Chennai,8167,3750,1857,100,184,232,99,2
2021-11-18,Coimbatore,3429,1866,523,3884,227,162,90,0
2021-11-18,Cuddalore,961,640,162,1832,10,28,17,0
2021-11-18,Dharmapuri,238,211,128,500,8,40,2,0
2021-11-18,Dindigul,568,805,166,751,12,18,1,0
2021-11-18,Erode,2001,957,333,175,135,126,58,0
2021-11-18,Kallakurichi,504,254,57,1540,7,2,2,0
2021-11-18,Kancheepuram,1255,1399,127,1172,33,4,3,0
2021-11-18,Kanyakumari,803,988,243,455,25,33,13,0
2021-11-18,Karur,972,281,160,326,52,13,13,0
2021-11-18,Krishnagiri,816,180,145,480,32,1,12,0
2021-11-18,Madurai,2766,1418,615,194,58,17,21,0
2021-11-18,Mayiladuthurai,276,221,17,132,8,11,2,0
2021-11-18,Nagapattinam,225,282,51,167,9,13,12,0
2021-11-18,Namakkal,551,366,122,752,53,12,24,12
2021-11-18,Nilgiris,574,322,81,48,55,36,16,0
2021-11-18,Perambalur,280,509,50,166,0,2,0,0
2021-11-18,Pudukottai,540,450,109,100,7,42,14,0
2021-11-18,Ramanathapuram,573,501,121,740,0,3,0,0
2021-11-18,Ranipet,376,152,13,1366,3,19,0,0
2021-11-18,Salem,1827,1559,528,4586,72,100,31,0
2021-11-18,Sivagangai,1133,583,190,240,13,24,6,0
2021-11-18,Tenkasi,126,147,27,142,5,5,0,0
2021-11-18,Thanjavur,714,994,241,1934,82,126,20,0
2021-11-18,Theni,1062,496,134,1540,0,0,0,0
2021-11-18,Thirupathur,419,363,79,475,2,19,1,0
2021-11-18,Thiruvallur,1152,718,143,1570,37,16,4,0
2021-11-18,Thiruvannamalai,978,254,202,204,24,16,10,0
2021-11-18,Thiruvarur,394,256,144,909,19,27,11,0
2021-11-18,Thoothukudi,1069,331,196,754,7,3,9,0
2021-11-18,Tirunelveli,425,333,186,1184,16,2,4,0
2021-11-18,Tiruppur,770,601,211,250,45,20,12,0
2021-11-18,Trichy,2135,1422,434,1931,50,41,30,0
2021-11-18,Vellore,650,121,131,2239,19,1,4,0
2021-11-18,Villupuram,395,280,97,140,12,4,10,0
2021-11-18,Virudhunagar,788,455,137,184,8,14,0,0
2021-11-18,All,42352,27350,8902,35848,1382,1266,566,14
2021-11-19,Ariyalur,453,88,72,656,18,9,1,0
2021-11-19,Chengalpattu,1987,2797,670,2030,41,27,10,0
2021-11-19,Chennai,8167,3750,1852,100,189,232,114,0
2021-11-19,Coimbatore,3430,1870,523,3884,230,177,83,0
2021-11-19,Cuddalore,911,640,162,1832,11,29,11,0
2021-11-19,Dharmapuri,235,214,128,500,8,53,2,0
2021-11-19,Dindigul,568,805,166,751,7,23,1,0
2021-11-19,Erode,2001,957,333,175,139,120,55,0
2021-11-19,Kallakurichi,504,254,57,1540,6,2,2,0
2021-11-19,Kancheepuram,1255,1399,127,1172,43,3,3,0
2021-11-19,Kanyakumari,803,988,243,455,27,38,13,0
2021-11-19,Karur,972,281,160,326,50,12,15,0
2021-11-19,Krishnagiri,816,180,145,480,33,1,14,0
2021-11-19,Madurai,2032,1337,576,194,57,12,30,0
2021-11-19,Mayiladuthurai,276,221,17,132,13,21,4,0
2021-11-19,Nagapattinam,225,282,51,167,6,17,4,0
2021-11-19,Namakkal,551,366,122,752,47,17,7,4
2021-11-19,Nilgiris,574,322,81,48,47,38,18,0
2021-11-19,Perambalur,280,509,50,166,0,2,0,0
2021-11-19,Pudukottai,540,450,109,100,3,33,14,0
